"Change in No Children 2018-2019","Change in Have Children 2018-2019","Change in No Children 2019-2020","Change in Have Children 2019-2020","Change in No Children 2020-2021","Change in Have Children 2020-2021","Change in No Children 2021-2022","Change in Have Children 2021-2022"
10.900000000000006,-10.899999999999977,10.399999999999977,-10.399999999999977,4.100000000000023,-4.100000000000023,2.6000000000000227,-2.6000000000000227
